eue_gwh_per_winter,mc_standard_error_gwh,p50_gwh,p95_gwh,p99_gwh,draws,contrib_january_gwh,contrib_elliott_gwh,contrib_uri_gwh
577,7,0,2806,4292,20000,159,209,209
