Label,Score,Positive intervals,AUC,AUC_CI_low,AUC_CI_high,AP,AP_CI_low,AP_CI_high,Top10_recall,Top10_CI_low,Top10_CI_high,bootstrap,n_bootstrap
RTORDPA>0,15 GW REE residual,444,0.5183153363644017,0.41304525156841354,0.6206919360781914,0.3055597416975503,0.1998731044882829,0.419562611271411,0.15765765765765766,0.07543028687718975,0.23247688327112317,hour-block,500
RTORDPA>0,Load only,444,0.681800959838343,0.5899223330199305,0.7686287937251148,0.4203458056573368,0.30593299433405013,0.5483678884535945,0.15315315315315314,0.08218108294137891,0.2653061224489796,hour-block,500
RTORDPA>10,15 GW REE residual,43,0.8857083707128561,0.7184050180436479,0.9607753341053451,0.17396472132314336,0.043929250520921406,0.4616459495521906,0.7441860465116279,0.35,0.9764811738648947,hour-block,500
RTORDPA>10,Load only,43,0.3096197639914429,0.1725719844243176,0.6525860780981191,0.025464804876764995,0.007533112162422571,0.08858057937492227,0.11627906976744186,0.0,0.5,hour-block,500
