slot,prc_latest,prc_first,prc_mean
2025-01-21 23:15:00,13329.87,13329.87,13329.87
2025-01-21 23:20:00,13361.4,13361.4,13361.4
2025-01-21 23:25:00,13309.92,13309.92,13309.92
2025-01-21 23:30:00,13335.3,13335.3,13335.3
2025-01-21 23:35:00,13271.56,13271.56,13271.56
2025-01-21 23:40:00,13233.11,13233.11,13233.11
2025-01-21 23:45:00,12927.05,13007.47,12967.423333333332
2025-01-21 23:50:00,12817.15,12817.15,12817.15
2025-01-21 23:55:00,13376.25,13376.25,13376.25
2025-01-22 00:00:00,13098.26,13098.26,13098.26
2025-01-22 00:05:00,13098.58,13098.58,13098.58
2025-01-22 00:10:00,13077.66,13077.66,13077.66
2025-01-22 00:15:00,13159.16,13159.16,13159.16
2025-01-22 00:20:00,13166.27,13166.27,13166.27
2025-01-22 00:25:00,13221.89,13221.89,13221.89
2025-01-22 00:30:00,13274.04,13274.04,13274.04
2025-01-22 00:35:00,13469.79,13469.79,13469.79
2025-01-22 00:40:00,13257.49,13257.49,13257.49
2025-01-22 00:45:00,13116.93,13116.93,13116.93
2025-01-22 00:50:00,13099.88,13099.88,13099.88
2025-01-22 00:55:00,12961.08,12961.08,12961.08
2025-01-22 01:00:00,12959.98,12959.98,12959.98
2025-01-22 01:05:00,13311.1,13311.1,13311.1
2025-01-22 01:10:00,13275.71,13275.71,13275.71
2025-01-22 01:15:00,13601.01,13601.01,13601.01
2025-01-22 01:20:00,13300.64,13300.64,13300.64
2025-01-22 01:25:00,13486.79,13486.79,13486.79
2025-01-22 01:30:00,13295.01,13295.01,13295.01
2025-01-22 01:35:00,13194.4,13194.4,13194.4
2025-01-22 01:40:00,13264.3,13264.3,13264.3
2025-01-22 01:45:00,13277.48,13277.48,13277.48
2025-01-22 01:50:00,13183.29,13183.29,13183.29
2025-01-22 01:55:00,13221.93,13221.93,13221.93
2025-01-22 02:00:00,13170.15,13170.15,13170.15
2025-01-22 02:05:00,13171.86,13171.86,13171.86
2025-01-22 02:10:00,13179.96,13179.96,13179.96
2025-01-22 02:15:00,13118.53,13118.53,13118.53
2025-01-22 02:20:00,13043.26,13043.26,13043.26
2025-01-22 02:25:00,13115.01,13115.01,13115.01
2025-01-22 02:30:00,12949.85,12949.85,12949.85
2025-01-22 02:35:00,13063.84,13063.84,13063.84
2025-01-22 02:40:00,13137.46,13137.46,13137.46
2025-01-22 02:45:00,13306.4,13306.4,13306.4
2025-01-22 02:50:00,13395.77,13395.77,13395.77
2025-01-22 02:55:00,13353.59,13353.59,13353.59
2025-01-22 03:00:00,13376.88,13376.88,13376.88
2025-01-22 03:05:00,13154.06,13154.06,13154.06
2025-01-22 03:10:00,13025.23,13025.23,13025.23
2025-01-22 03:15:00,12995.28,12995.28,12995.28
2025-01-22 03:20:00,13026.37,13026.37,13026.37
2025-01-22 03:25:00,13082.34,13082.34,13082.34
2025-01-22 03:30:00,13172.12,13172.12,13172.12
2025-01-22 03:35:00,13166.62,13166.62,13166.62
2025-01-22 03:40:00,13024.21,13024.21,13024.21
2025-01-22 03:45:00,13059.49,13059.49,13059.49
2025-01-22 03:50:00,13007.01,13007.01,13007.01
2025-01-22 03:55:00,12988.47,12988.47,12988.47
2025-01-22 04:00:00,13028.55,13028.55,13028.55
2025-01-22 04:05:00,12993.11,12993.11,12993.11
2025-01-22 04:10:00,12897.66,12897.66,12897.66
2025-01-22 04:15:00,12653.84,12653.84,12653.84
2025-01-22 04:20:00,12380.4,12380.4,12380.4
2025-01-22 04:25:00,12362.05,12362.05,12362.05
2025-01-22 04:30:00,12306.27,12306.27,12306.27
2025-01-22 04:35:00,12317.15,12317.15,12317.15
2025-01-22 04:40:00,12296.19,12296.19,12296.19
2025-01-22 04:45:00,12142.71,12142.71,12142.71
2025-01-22 04:50:00,12300.95,12300.95,12300.95
2025-01-22 04:55:00,11987.12,11987.12,11987.12
2025-01-22 05:00:00,12088.3,12088.3,12088.3
2025-01-22 05:05:00,11856.3,11856.3,11856.3
2025-01-22 05:10:00,11886.32,11886.32,11886.32
2025-01-22 05:15:00,11799.65,11799.65,11799.65
2025-01-22 05:20:00,11882.48,11882.48,11882.48
2025-01-22 05:25:00,11701.77,11701.77,11701.77
2025-01-22 05:30:00,11583.83,11583.83,11583.83
2025-01-22 05:35:00,11442.47,11442.47,11442.47
2025-01-22 05:40:00,11338.28,11338.28,11338.28
2025-01-22 05:45:00,11291.79,11291.79,11291.79
2025-01-22 05:50:00,10903.15,10903.15,10903.15
2025-01-22 05:55:00,10785.59,10785.59,10785.59
2025-01-22 06:00:00,11016.91,11016.91,11016.91
2025-01-22 06:05:00,10915.24,10915.24,10915.24
2025-01-22 06:10:00,10535.37,10535.37,10535.37
2025-01-22 06:15:00,10505.55,10505.55,10505.55
2025-01-22 06:20:00,10492.3,10492.3,10492.3
2025-01-22 06:25:00,10486.54,10486.54,10486.54
2025-01-22 06:30:00,10382.18,10382.18,10382.18
2025-01-22 06:35:00,10081.38,10081.38,10081.38
2025-01-22 06:40:00,10067.78,10067.78,10067.78
2025-01-22 06:45:00,10010.72,10010.72,10010.72
2025-01-22 06:50:00,9755.76,9755.76,9755.76
2025-01-22 06:55:00,10037.55,10037.55,10037.55
2025-01-22 07:00:00,9905.17,9905.17,9905.17
2025-01-22 07:05:00,9613.15,9613.15,9613.15
2025-01-22 07:10:00,9415.29,9415.29,9415.29
2025-01-22 07:15:00,9592.9,9592.9,9592.9
2025-01-22 07:20:00,9522.33,9522.33,9522.33
2025-01-22 07:25:00,9565.13,9565.13,9565.13
2025-01-22 07:30:00,9715.55,9715.55,9715.55
2025-01-22 07:35:00,9817.72,9817.72,9817.72
2025-01-22 07:40:00,9927.73,9927.73,9927.73
2025-01-22 07:45:00,10303.66,10303.66,10303.66
2025-01-22 07:50:00,10476.79,10476.79,10476.79
2025-01-22 07:55:00,10912.14,10912.14,10912.14
2025-01-22 08:00:00,11195.37,11195.37,11195.37
2025-01-22 08:05:00,11393.56,11393.56,11393.56
2025-01-22 08:10:00,11617.25,11617.25,11617.25
2025-01-22 08:15:00,11924.3,11924.3,11924.3
2025-01-22 08:20:00,12071.01,12071.01,12071.01
2025-01-22 08:25:00,12348.46,12348.46,12348.46
2025-01-22 08:30:00,12765.28,12765.28,12765.28
2025-01-22 08:35:00,13492.18,13492.18,13492.18
2025-01-22 08:40:00,13948.46,13948.46,13948.46
2025-01-22 08:45:00,14242.47,14242.47,14242.47
2025-01-22 08:50:00,14710.2,14710.2,14710.2
2025-01-22 08:55:00,15023.21,15023.21,15023.21
2025-01-22 09:00:00,15263.34,15263.34,15263.34
2025-01-22 09:05:00,15632.55,15632.55,15632.55
2025-01-22 09:10:00,15993.82,15993.82,15993.82
2025-01-22 09:15:00,16076.11,16076.11,16076.11
2025-01-22 09:20:00,16107.71,16107.71,16107.71
2025-01-22 09:25:00,16199.51,16199.51,16199.51
2025-01-22 09:30:00,16242.07,16242.07,16242.07
2025-01-22 09:35:00,16386.09,16386.09,16386.09
2025-01-22 09:40:00,16483.23,16483.23,16483.23
2025-01-22 09:45:00,16501.69,16501.69,16501.69
2025-01-22 09:50:00,16516.14,16516.14,16516.14
2025-01-22 09:55:00,16660.3,16660.3,16660.3
2025-01-22 10:00:00,16324.95,16324.95,16324.95
2025-01-22 10:05:00,16003.59,16003.59,16003.59
2025-01-22 10:10:00,16040.64,16040.64,16040.64
2025-01-22 10:15:00,16136.53,16136.53,16136.53
2025-01-22 10:20:00,16467.08,16467.08,16467.08
2025-01-22 10:25:00,16517.1,16517.1,16517.1
2025-01-22 10:30:00,16675.36,16675.36,16675.36
2025-01-22 10:35:00,16640.81,16640.81,16640.81
2025-01-22 10:40:00,16652.26,16652.26,16652.26
2025-01-22 10:45:00,16646.44,16646.44,16646.44
2025-01-22 10:50:00,16728.13,16728.13,16728.13
2025-01-22 10:55:00,16757.91,16757.91,16757.91
2025-01-22 11:00:00,16681.58,16681.58,16681.58
2025-01-22 11:05:00,16406.27,16406.27,16406.27
2025-01-22 11:10:00,16141.63,16141.63,16141.63
2025-01-22 11:15:00,16122.84,16122.84,16122.84
2025-01-22 11:20:00,16208.06,16208.06,16208.06
2025-01-22 11:25:00,16281.95,16281.95,16281.95
2025-01-22 11:30:00,16329.78,16329.78,16329.78
2025-01-22 11:35:00,16271.7,16271.7,16271.7
2025-01-22 11:40:00,16278.72,16278.72,16278.72
2025-01-22 11:45:00,16462.55,16462.55,16462.55
2025-01-22 11:50:00,16597.46,16597.46,16597.46
2025-01-22 11:55:00,16662.28,16662.28,16662.28
2025-01-22 12:00:00,16531.74,16531.74,16531.74
2025-01-22 12:05:00,16463.46,16463.46,16463.46
2025-01-22 12:10:00,16462.51,16462.51,16462.51
2025-01-22 12:15:00,16496.81,16496.81,16496.81
2025-01-22 12:20:00,16668.18,16668.18,16668.18
2025-01-22 12:25:00,16737.22,16737.22,16737.22
2025-01-22 12:30:00,16769.43,16769.43,16769.43
2025-01-22 12:35:00,16769.15,16769.15,16769.15
2025-01-22 12:40:00,16737.71,16737.71,16737.71
2025-01-22 12:45:00,16627.62,16627.62,16627.62
2025-01-22 12:50:00,16776.03,16776.03,16776.03
2025-01-22 12:55:00,16543.48,16543.48,16543.48
2025-01-22 13:00:00,16757.41,16757.41,16757.41
2025-01-22 13:05:00,16453.68,16453.68,16453.68
2025-01-22 13:10:00,16118.23,16118.23,16118.23
2025-01-22 13:15:00,16354.64,16354.64,16354.64
2025-01-22 13:20:00,16548.99,16548.99,16548.99
2025-01-22 13:25:00,16479.55,16479.55,16479.55
2025-01-22 13:30:00,16408.09,16408.09,16408.09
2025-01-22 13:35:00,16382.45,16382.45,16382.45
2025-01-22 13:40:00,16436.25,16436.25,16436.25
2025-01-22 13:45:00,16345.93,16345.93,16345.93
2025-01-22 13:50:00,16156.01,16156.01,16156.01
2025-01-22 13:55:00,16241.11,16241.11,16241.11
2025-01-22 14:00:00,16174.28,16174.28,16174.28
2025-01-22 14:05:00,15971.58,15971.58,15971.58
2025-01-22 14:10:00,15737.8,15737.8,15737.8
2025-01-22 14:15:00,16034.11,16034.11,16034.11
2025-01-22 14:20:00,16042.44,16042.44,16042.44
2025-01-22 14:25:00,16035.85,16035.85,16035.85
2025-01-22 14:30:00,15836.5,15836.5,15836.5
2025-01-22 14:35:00,16023.16,16023.16,16023.16
2025-01-22 14:40:00,16119.59,16119.59,16119.59
2025-01-22 14:45:00,15876.26,15876.26,15876.26
2025-01-22 14:50:00,15936.89,15936.89,15936.89
2025-01-22 14:55:00,15818.05,15818.05,15818.05
2025-01-22 15:00:00,16139.56,16139.56,16139.56
2025-01-22 15:05:00,16233.65,16233.65,16233.65
2025-01-22 15:10:00,16249.68,16249.68,16249.68
2025-01-22 15:15:00,16227.37,16227.37,16227.37
2025-01-22 15:20:00,16118.7,16118.7,16118.7
2025-01-22 15:25:00,16229.52,16229.52,16229.52
2025-01-22 15:30:00,16192.37,16192.37,16192.37
2025-01-22 15:35:00,16096.84,16096.84,16096.84
2025-01-22 15:40:00,16175.43,16175.43,16175.43
2025-01-22 15:45:00,15931.38,15931.38,15931.38
2025-01-22 15:50:00,15809.01,15809.01,15809.01
2025-01-22 15:55:00,15909.67,15909.67,15909.67
2025-01-22 16:00:00,15841.89,15841.89,15841.89
2025-01-22 16:05:00,15850.37,15850.37,15850.37
2025-01-22 16:10:00,16053.78,16053.78,16053.78
2025-01-22 16:15:00,15825.24,15825.24,15825.24
2025-01-22 16:20:00,15974.58,15974.58,15974.58
2025-01-22 16:25:00,15745.53,15745.53,15745.53
2025-01-22 16:30:00,15465.44,15465.44,15465.44
2025-01-22 16:35:00,15280.0,15280.0,15280.0
2025-01-22 16:40:00,14790.57,14790.57,14790.57
2025-01-22 16:45:00,14086.21,14086.21,14086.21
2025-01-22 16:50:00,14127.93,14127.93,14127.93
2025-01-22 16:55:00,14311.25,14311.25,14311.25
2025-01-22 17:00:00,13923.03,13923.03,13923.03
2025-01-22 17:05:00,14082.33,14082.33,14082.33
2025-01-22 17:10:00,13077.83,13077.83,13077.83
2025-01-22 17:15:00,12423.41,12423.41,12423.41
2025-01-22 17:20:00,11704.73,11704.73,11704.73
2025-01-22 17:25:00,11436.24,11436.24,11436.24
2025-01-22 17:30:00,10938.75,10938.75,10938.75
2025-01-22 17:35:00,10141.18,10141.18,10141.18
2025-01-22 17:40:00,9700.18,9700.18,9700.18
2025-01-22 17:45:00,9036.78,9036.78,9036.78
2025-01-22 17:50:00,8650.03,8650.03,8650.03
2025-01-22 17:55:00,8580.86,8580.86,8580.86
2025-01-22 18:00:00,8442.64,8442.64,8442.64
2025-01-22 18:05:00,8165.09,8165.09,8165.09
2025-01-22 18:10:00,7947.06,7947.06,7947.06
2025-01-22 18:15:00,8030.81,8030.81,8030.81
2025-01-22 18:20:00,8119.71,8119.71,8119.71
2025-01-22 18:25:00,8303.75,8303.75,8303.75
2025-01-22 18:30:00,8386.4,8386.4,8386.4
2025-01-22 18:35:00,8379.0,8379.0,8379.0
2025-01-22 18:40:00,8584.04,8584.04,8584.04
2025-01-22 18:45:00,8675.21,8675.21,8675.21
2025-01-22 18:50:00,8764.06,8764.06,8764.06
2025-01-22 18:55:00,8853.8,8853.8,8853.8
2025-01-22 19:00:00,9100.97,9100.97,9100.97
2025-01-22 19:05:00,9106.38,9106.38,9106.38
2025-01-22 19:10:00,9382.7,9382.7,9382.7
2025-01-22 19:15:00,9277.99,9277.99,9277.99
2025-01-22 19:20:00,9280.46,9280.46,9280.46
2025-01-22 19:25:00,9232.21,9232.21,9232.21
2025-01-22 19:30:00,9278.54,9278.54,9278.54
2025-01-22 19:35:00,9421.92,9421.92,9421.92
2025-01-22 19:40:00,9449.46,9449.46,9449.46
2025-01-22 19:45:00,9514.9,9514.9,9514.9
2025-01-22 19:50:00,9557.17,9557.17,9557.17
2025-01-22 19:55:00,9477.99,9477.99,9477.99
2025-01-22 20:00:00,9527.72,9527.72,9527.72
2025-01-22 20:05:00,9569.25,9569.25,9569.25
2025-01-22 20:10:00,9580.95,9580.95,9580.95
2025-01-22 20:15:00,9567.03,9567.03,9567.03
2025-01-22 20:20:00,9623.74,9623.74,9623.74
2025-01-22 20:25:00,9783.91,9783.91,9783.91
2025-01-22 20:30:00,9880.56,9880.56,9880.56
2025-01-22 20:35:00,10004.74,10004.74,10004.74
2025-01-22 20:40:00,9984.82,9984.82,9984.82
2025-01-22 20:45:00,9840.25,9840.25,9840.25
2025-01-22 20:50:00,9953.17,9953.17,9953.17
2025-01-22 20:55:00,10065.86,10065.86,10065.86
2025-01-22 21:00:00,9976.21,9976.21,9976.21
2025-01-22 21:05:00,9897.48,9897.48,9897.48
2025-01-22 21:10:00,9906.1,9906.1,9906.1
2025-01-22 21:15:00,9895.06,9895.06,9895.06
2025-01-22 21:20:00,9943.54,9943.54,9943.54
2025-01-22 21:25:00,9991.58,9991.58,9991.58
2025-01-22 21:30:00,10137.01,10137.01,10137.01
2025-01-22 21:35:00,10084.45,10084.45,10084.45
2025-01-22 21:40:00,10160.17,10160.17,10160.17
2025-01-22 21:45:00,10193.4,10193.4,10193.4
2025-01-22 21:50:00,10138.01,10138.01,10138.01
2025-01-22 21:55:00,10290.1,10290.1,10290.1
2025-01-22 22:00:00,10275.83,10275.83,10275.83
2025-01-22 22:05:00,10361.76,10361.76,10361.76
2025-01-22 22:10:00,10477.77,10477.77,10477.77
2025-01-22 22:15:00,10453.52,10453.52,10453.52
2025-01-22 22:20:00,10404.01,10404.01,10404.01
2025-01-22 22:25:00,10389.2,10389.2,10389.2
2025-01-22 22:30:00,10564.32,10564.32,10564.32
2025-01-22 22:35:00,10538.47,10538.47,10538.47
2025-01-22 22:40:00,10396.84,10396.84,10396.84
2025-01-22 22:45:00,10431.02,10431.02,10431.02
2025-01-22 22:50:00,10468.59,10468.59,10468.59
2025-01-22 22:55:00,10421.96,10421.96,10421.96
2025-01-22 23:00:00,10254.95,10254.95,10254.95
2025-01-22 23:05:00,10153.67,10153.67,10153.67
2025-01-22 23:10:00,10244.94,10244.94,10244.94
2025-01-22 23:15:00,10249.51,10249.51,10249.51
2025-01-22 23:20:00,10280.92,10280.92,10280.92
2025-01-22 23:25:00,10136.85,10136.85,10136.85
2025-01-22 23:30:00,10071.83,10071.83,10071.83
2025-01-22 23:35:00,9915.57,9915.57,9915.57
2025-01-22 23:40:00,10009.34,10009.34,10009.34
2025-01-22 23:45:00,9905.73,9905.73,9905.73
2025-01-22 23:50:00,9854.39,9854.39,9854.39
2025-01-22 23:55:00,9776.41,9776.41,9776.41
2025-01-23 00:00:00,9708.01,9708.01,9708.01
2025-01-23 00:05:00,9350.91,9350.91,9350.91
2025-01-23 00:10:00,9094.69,9094.69,9094.69
2025-01-23 00:15:00,9021.58,9021.58,9021.58
2025-01-23 00:20:00,9116.44,9116.44,9116.44
2025-01-23 00:25:00,9324.1,9324.1,9324.1
2025-01-23 00:30:00,9377.61,9377.61,9377.61
2025-01-23 00:35:00,9091.4,9091.4,9091.4
2025-01-23 00:40:00,8922.48,8922.48,8922.48
2025-01-23 00:45:00,8323.78,8323.78,8323.78
2025-01-23 00:50:00,8573.05,8573.05,8573.05
2025-01-23 00:55:00,8907.23,8907.23,8907.23
2025-01-23 01:00:00,9182.04,9182.04,9182.04
2025-01-23 01:05:00,9325.12,9325.12,9325.12
2025-01-23 01:10:00,9455.39,9455.39,9455.39
2025-01-23 01:15:00,9626.95,9626.95,9626.95
2025-01-23 01:20:00,9152.14,9152.14,9152.14
2025-01-23 01:25:00,9181.49,9181.49,9181.49
2025-01-23 01:30:00,9391.57,9391.57,9391.57
2025-01-23 01:35:00,9522.18,9522.18,9522.18
2025-01-23 01:40:00,9474.95,9474.95,9474.95
2025-01-23 01:45:00,9479.67,9479.67,9479.67
2025-01-23 01:50:00,9187.6,9187.6,9187.6
2025-01-23 01:55:00,9155.16,9155.16,9155.16
2025-01-23 02:00:00,9210.1,9210.1,9210.1
2025-01-23 02:05:00,9209.32,9209.32,9209.32
2025-01-23 02:10:00,9194.32,9194.32,9194.32
2025-01-23 02:15:00,9139.99,9139.99,9139.99
2025-01-23 02:20:00,9098.01,9098.01,9098.01
2025-01-23 02:25:00,9041.39,9041.39,9041.39
2025-01-23 02:30:00,9103.17,9103.17,9103.17
2025-01-23 02:35:00,9185.92,9185.92,9185.92
2025-01-23 02:40:00,9276.46,9276.46,9276.46
2025-01-23 02:45:00,9192.85,9192.85,9192.85
2025-01-23 02:50:00,9176.14,9176.14,9176.14
2025-01-23 02:55:00,9185.36,9185.36,9185.36
2025-01-23 03:00:00,9316.86,9316.86,9316.86
2025-01-23 03:05:00,9426.61,9426.61,9426.61
2025-01-23 03:10:00,9530.91,9530.91,9530.91
2025-01-23 03:15:00,9506.53,9506.53,9506.53
2025-01-23 03:20:00,9461.89,9461.89,9461.89
2025-01-23 03:25:00,9482.8,9482.8,9482.8
2025-01-23 03:30:00,9522.2,9522.2,9522.2
2025-01-23 03:35:00,9519.73,9519.73,9519.73
2025-01-23 03:40:00,9480.73,9480.73,9480.73
2025-01-23 03:45:00,9466.65,9466.65,9466.65
2025-01-23 03:50:00,9446.04,9446.04,9446.04
2025-01-23 03:55:00,9417.69,9417.69,9417.69
2025-01-23 04:00:00,9467.68,9467.68,9467.68
2025-01-23 04:05:00,9336.53,9336.53,9336.53
2025-01-23 04:10:00,9212.02,9212.02,9212.02
2025-01-23 04:15:00,9323.62,9323.62,9323.62
2025-01-23 04:20:00,9182.95,9182.95,9182.95
2025-01-23 04:25:00,9171.15,9171.15,9171.15
2025-01-23 04:30:00,9316.01,9316.01,9316.01
2025-01-23 04:35:00,9187.89,9187.89,9187.89
2025-01-23 04:40:00,9051.61,9051.61,9051.61
2025-01-23 04:45:00,8962.51,8962.51,8962.51
2025-01-23 04:50:00,9043.59,9043.59,9043.59
2025-01-23 04:55:00,8962.46,8962.46,8962.46
2025-01-23 05:00:00,8935.57,8935.57,8935.57
2025-01-23 05:05:00,8735.42,8735.42,8735.42
2025-01-23 05:10:00,8525.17,8525.17,8525.17
2025-01-23 05:15:00,8545.66,8545.66,8545.66
2025-01-23 05:20:00,8525.29,8525.29,8525.29
2025-01-23 05:25:00,8597.5,8597.5,8597.5
2025-01-23 05:30:00,8652.25,8652.25,8652.25
2025-01-23 05:35:00,8631.73,8631.73,8631.73
2025-01-23 05:40:00,8421.23,8421.23,8421.23
2025-01-23 05:45:00,8362.56,8362.56,8362.56
2025-01-23 05:50:00,8438.69,8438.69,8438.69
2025-01-23 05:55:00,8388.08,8388.08,8388.08
2025-01-23 06:00:00,8594.02,8594.02,8594.02
2025-01-23 06:05:00,8139.65,8139.65,8139.65
2025-01-23 06:10:00,8258.41,8258.41,8258.41
2025-01-23 06:15:00,8207.54,8207.54,8207.54
2025-01-23 06:20:00,8172.07,8172.07,8172.07
2025-01-23 06:25:00,8242.66,8242.66,8242.66
2025-01-23 06:30:00,7952.1,7952.1,7952.1
2025-01-23 06:35:00,7710.98,7710.98,7710.98
2025-01-23 06:40:00,7658.04,7658.04,7658.04
2025-01-23 06:45:00,7443.66,7443.66,7443.66
2025-01-23 06:50:00,7207.34,7207.34,7207.34
2025-01-23 06:55:00,7035.25,7035.25,7035.25
2025-01-23 07:00:00,7003.24,7003.24,7003.24
2025-01-23 07:05:00,6989.55,6989.55,6989.55
2025-01-23 07:10:00,6741.25,6741.25,6741.25
2025-01-23 07:15:00,6772.44,6772.44,6772.44
2025-01-23 07:20:00,6733.28,6733.28,6733.28
2025-01-23 07:25:00,6749.15,6749.15,6749.15
2025-01-23 07:30:00,6862.33,6862.33,6862.33
2025-01-23 07:35:00,7005.95,7005.95,7005.95
2025-01-23 07:40:00,7145.89,7145.89,7145.89
2025-01-23 07:45:00,7263.7,7263.7,7263.7
2025-01-23 07:50:00,7599.65,7599.65,7599.65
2025-01-23 07:55:00,7518.66,7518.66,7518.66
2025-01-23 08:00:00,7632.52,7632.52,7632.52
2025-01-23 08:05:00,7984.94,7984.94,7984.94
2025-01-23 08:10:00,8363.6,8363.6,8363.6
2025-01-23 08:15:00,8982.68,8982.68,8982.68
2025-01-23 08:20:00,9316.2,9316.2,9316.2
2025-01-23 08:25:00,9388.0,9388.0,9388.0
2025-01-23 08:30:00,9596.19,9596.19,9596.19
2025-01-23 08:35:00,9936.2,9936.2,9936.2
2025-01-23 08:40:00,10403.96,10403.96,10403.96
2025-01-23 08:45:00,11089.46,11089.46,11089.46
2025-01-23 08:50:00,11745.74,11745.74,11745.74
2025-01-23 08:55:00,12024.28,12024.28,12024.28
2025-01-23 09:00:00,11366.75,11366.75,11366.75
2025-01-23 09:05:00,11253.45,11253.45,11253.45
2025-01-23 09:10:00,10901.26,10901.26,10901.26
2025-01-23 09:15:00,10766.32,10766.32,10766.32
2025-01-23 09:20:00,10610.8,10610.8,10610.8
2025-01-23 09:25:00,10480.83,10480.83,10480.83
2025-01-23 09:30:00,10310.34,10310.34,10310.34
2025-01-23 09:35:00,10413.7,10413.7,10413.7
2025-01-23 09:40:00,10611.41,10611.41,10611.41
2025-01-23 09:45:00,10834.58,10834.58,10834.58
2025-01-23 09:50:00,10929.29,10929.29,10929.29
2025-01-23 09:55:00,11271.5,11271.5,11271.5
2025-01-23 10:00:00,11364.45,11364.45,11364.45
2025-01-23 10:05:00,11508.24,11508.24,11508.24
2025-01-23 10:10:00,11663.54,11663.54,11663.54
2025-01-23 10:15:00,11803.24,11803.24,11803.24
2025-01-23 10:20:00,11950.4,11950.4,11950.4
2025-01-23 10:25:00,12158.32,12158.32,12158.32
2025-01-23 10:30:00,12337.45,12337.45,12337.45
2025-01-23 10:35:00,12558.15,12558.15,12558.15
2025-01-23 10:40:00,12762.11,12762.11,12762.11
2025-01-23 10:45:00,12894.24,12894.24,12894.24
2025-01-23 10:50:00,13052.93,13052.93,13052.93
2025-01-23 10:55:00,13282.78,13282.78,13282.78
2025-01-23 11:00:00,13281.72,13281.72,13281.72
2025-01-23 11:05:00,13195.3,13195.3,13195.3
2025-01-23 11:10:00,13254.52,13254.52,13254.52
2025-01-23 11:15:00,13361.54,13361.54,13361.54
2025-01-23 11:20:00,13485.69,13485.69,13485.69
2025-01-23 11:25:00,13592.48,13592.48,13592.48
2025-01-23 11:30:00,13709.06,13709.06,13709.06
2025-01-23 11:35:00,13831.83,13831.83,13831.83
2025-01-23 11:40:00,13795.54,13795.54,13795.54
2025-01-23 11:45:00,13933.98,13933.98,13933.98
2025-01-23 11:50:00,14248.11,14248.11,14248.11
2025-01-23 11:55:00,14013.48,14013.48,14013.48
2025-01-23 12:00:00,13943.89,13943.89,13943.89
2025-01-23 12:05:00,14152.26,14152.26,14152.26
2025-01-23 12:10:00,14222.84,14222.84,14222.84
2025-01-23 12:15:00,14409.86,14409.86,14409.86
2025-01-23 12:20:00,14485.47,14485.47,14485.47
2025-01-23 12:25:00,14399.97,14399.97,14399.97
2025-01-23 12:30:00,14399.38,14399.38,14399.38
2025-01-23 12:35:00,14344.01,14344.01,14344.01
2025-01-23 12:40:00,14351.94,14351.94,14351.94
2025-01-23 12:45:00,14305.05,14305.05,14305.05
2025-01-23 12:50:00,14354.28,14354.28,14354.28
2025-01-23 12:55:00,14316.59,14316.59,14316.59
2025-01-23 13:00:00,14404.64,14404.64,14404.64
2025-01-23 13:05:00,14808.54,14808.54,14808.54
2025-01-23 13:10:00,14980.58,14980.58,14980.58
2025-01-23 13:15:00,15028.51,15028.51,15028.51
2025-01-23 13:20:00,15048.18,15048.18,15048.18
2025-01-23 13:25:00,15053.47,15053.47,15053.47
2025-01-23 13:30:00,15020.83,15020.83,15020.83
2025-01-23 13:35:00,15090.91,15090.91,15090.91
2025-01-23 13:40:00,15105.79,15105.79,15105.79
2025-01-23 13:45:00,15073.84,15073.84,15073.84
2025-01-23 13:50:00,15077.26,15077.26,15077.26
2025-01-23 13:55:00,15020.17,15020.17,15020.17
2025-01-23 14:00:00,15279.33,15279.33,15279.33
2025-01-23 14:05:00,15069.18,15069.18,15069.18
2025-01-23 14:10:00,15165.36,15165.36,15165.36
2025-01-23 14:15:00,15086.22,15086.22,15086.22
2025-01-23 14:20:00,14968.09,14968.09,14968.09
2025-01-23 14:25:00,15167.56,15167.56,15167.56
2025-01-23 14:30:00,15064.75,15064.75,15064.75
2025-01-23 14:35:00,15136.63,15136.63,15136.63
2025-01-23 14:40:00,14993.17,14993.17,14993.17
2025-01-23 14:45:00,14753.82,14753.82,14753.82
2025-01-23 14:50:00,14886.3,14886.3,14886.3
2025-01-23 14:55:00,14892.4,14892.4,14892.4
2025-01-23 15:00:00,15116.88,15116.88,15116.88
2025-01-23 15:05:00,14940.42,14940.42,14940.42
2025-01-23 15:10:00,14972.83,14972.83,14972.83
2025-01-23 15:15:00,14936.51,14936.51,14936.51
2025-01-23 15:20:00,14758.5,14758.5,14758.5
2025-01-23 15:25:00,14860.49,14860.49,14860.49
2025-01-23 15:30:00,14942.28,14942.28,14942.28
2025-01-23 15:35:00,14848.95,14848.95,14848.95
2025-01-23 15:40:00,14800.5,14800.5,14800.5
2025-01-23 15:45:00,14721.85,14721.85,14721.85
2025-01-23 15:50:00,14772.85,14772.85,14772.85
2025-01-23 15:55:00,14892.93,14892.93,14892.93
2025-01-23 16:00:00,14723.99,14723.99,14723.99
2025-01-23 16:05:00,14840.61,14840.61,14840.61
2025-01-23 16:10:00,15021.4,15021.4,15021.4
2025-01-23 16:15:00,14921.21,14921.21,14921.21
2025-01-23 16:20:00,15196.21,15196.21,15196.21
2025-01-23 16:25:00,15244.33,15244.33,15244.33
2025-01-23 16:30:00,14723.48,14723.48,14723.48
2025-01-23 16:35:00,14616.44,14616.44,14616.44
2025-01-23 16:40:00,14339.4,14339.4,14339.4
2025-01-23 16:45:00,13340.33,13340.33,13340.33
